,Type,Air temperature [°C],Process temperature [°C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [°C]
961,L,23.650000000000034,34.35000000000002,1493,40.5,90,0,0,0,0,0,0,10.699999999999989
962,M,23.650000000000034,34.450000000000045,1480,43.2,92,0,0,0,0,0,0,10.800000000000011
963,L,23.650000000000034,34.450000000000045,1621,31.6,95,0,0,0,0,0,0,10.800000000000011
964,L,23.55000000000001,34.35000000000002,1737,26.2,97,0,0,0,0,0,0,10.800000000000011
965,L,23.650000000000034,34.450000000000045,1508,46.5,99,0,0,0,0,0,0,10.800000000000011
966,M,23.650000000000034,34.35000000000002,1641,32.2,101,0,0,0,0,0,0,10.699999999999989
967,M,23.75,34.450000000000045,1532,38.6,104,0,0,0,0,0,0,10.700000000000045
968,L,23.75,34.55000000000001,1547,40.9,107,0,0,0,0,0,0,10.800000000000011
969,L,23.75,34.450000000000045,1412,41.0,109,0,0,0,0,0,0,10.700000000000045
970,L,23.650000000000034,34.35000000000002,1568,35.1,111,0,0,0,0,0,0,10.699999999999989
971,L,23.75,34.450000000000045,1557,41.1,113,0,0,0,0,0,0,10.700000000000045
972,L,23.650000000000034,34.450000000000045,1644,35.2,115,0,0,0,0,0,0,10.800000000000011
973,L,23.75,34.450000000000045,1679,30.4,117,0,0,0,0,0,0,10.700000000000045
974,L,23.850000000000023,34.450000000000045,1511,35.2,119,0,0,0,0,0,0,10.600000000000023
975,M,23.850000000000023,34.450000000000045,1628,36.8,121,0,0,0,0,0,0,10.600000000000023
976,M,23.850000000000023,34.450000000000045,1392,51.3,124,0,0,0,0,0,0,10.600000000000023
977,L,23.850000000000023,34.55000000000001,1917,21.0,127,0,0,0,0,0,0,10.699999999999989
978,M,24.05000000000001,34.650000000000034,1526,42.3,129,0,0,0,0,0,0,10.600000000000023
979,L,24.05000000000001,34.650000000000034,1389,53.3,132,0,0,0,0,0,0,10.600000000000023
980,L,23.950000000000045,34.55000000000001,1409,42.8,134,0,0,0,0,0,0,10.599999999999966
981,L,24.05000000000001,34.650000000000034,1655,31.1,136,0,0,0,0,0,0,10.600000000000023
982,L,24.05000000000001,34.75,1516,39.1,138,0,0,0,0,0,0,10.699999999999989
983,L,24.05000000000001,34.75,1526,34.9,140,0,0,0,0,0,0,10.699999999999989
984,L,24.150000000000034,34.950000000000045,1419,48.6,142,0,0,0,0,0,0,10.800000000000011
985,L,24.25,35.05000000000001,1748,25.3,144,0,0,0,0,0,0,10.800000000000011
986,H,24.25,34.950000000000045,1638,32.5,146,0,0,0,0,0,0,10.700000000000045
987,M,24.150000000000034,34.950000000000045,1534,33.8,151,0,0,0,0,0,0,10.800000000000011
988,H,24.150000000000034,34.950000000000045,1774,25.9,154,0,0,0,0,0,0,10.800000000000011
989,M,24.05000000000001,34.85000000000002,2119,18.3,159,0,0,0,0,0,0,10.800000000000011
990,L,24.05000000000001,34.85000000000002,1414,48.3,162,0,0,0,0,0,0,10.800000000000011
991,M,23.950000000000045,34.85000000000002,1523,42.0,164,0,0,0,0,0,0,10.899999999999977
992,L,23.950000000000045,34.950000000000045,1651,35.7,167,0,0,0,0,0,0,11.0
993,M,23.950000000000045,34.950000000000045,1485,36.0,169,0,0,0,0,0,0,11.0
994,M,24.05000000000001,35.05000000000001,1168,63.4,172,0,0,0,0,0,0,11.0
995,L,24.150000000000034,35.150000000000034,1566,35.8,175,0,0,0,0,0,0,11.0
996,M,24.150000000000034,35.05000000000001,1286,51.1,177,0,0,0,0,0,0,10.899999999999977
997,M,24.150000000000034,35.05000000000001,1446,45.9,180,0,0,0,0,0,0,10.899999999999977
998,M,24.25,35.05000000000001,2071,19.4,183,0,0,0,0,0,0,10.800000000000011
999,L,24.150000000000034,34.950000000000045,1560,33.2,186,0,0,0,0,0,0,10.800000000000011
1000,L,24.150000000000034,34.950000000000045,1654,29.6,188,0,0,0,0,0,0,10.800000000000011
1001,L,24.150000000000034,34.950000000000045,1662,32.9,190,0,0,0,0,0,0,10.800000000000011
1002,L,24.150000000000034,35.05000000000001,1646,35.0,192,0,0,0,0,0,0,10.899999999999977
1003,L,24.05000000000001,34.950000000000045,1444,46.7,194,0,0,0,0,0,0,10.900000000000034
1004,H,24.150000000000034,35.05000000000001,1424,42.0,196,0,0,0,0,0,0,10.899999999999977
1005,L,24.05000000000001,35.05000000000001,1382,52.0,201,0,0,0,0,0,0,11.0
1006,L,24.05000000000001,34.950000000000045,1413,53.4,203,0,0,0,0,0,0,10.900000000000034
1007,M,24.05000000000001,35.05000000000001,1633,31.1,0,0,0,0,0,0,0,11.0
1008,L,24.05000000000001,34.950000000000045,1441,41.7,3,0,0,0,0,0,0,10.900000000000034
1009,M,24.05000000000001,35.05000000000001,1385,44.0,5,0,0,0,0,0,0,11.0
1010,M,24.05000000000001,35.05000000000001,1552,34.8,8,0,0,0,0,0,0,11.0
1011,M,24.05000000000001,35.150000000000034,1451,42.8,11,0,0,0,0,0,0,11.100000000000023
1012,M,23.950000000000045,34.950000000000045,1433,38.5,14,0,0,0,0,0,0,11.0
1013,M,23.950000000000045,35.05000000000001,1619,29.7,17,0,0,0,0,0,0,11.099999999999966
1014,L,24.05000000000001,35.05000000000001,1445,41.8,20,0,0,0,0,0,0,11.0
1015,L,24.05000000000001,35.05000000000001,1356,43.6,22,0,0,0,0,0,0,11.0
1016,M,24.150000000000034,35.05000000000001,1319,68.3,24,1,0,0,1,0,0,10.899999999999977
1017,L,24.150000000000034,35.05000000000001,1637,31.6,27,0,0,0,0,0,0,10.899999999999977
1018,L,24.150000000000034,35.05000000000001,1291,58.6,29,0,0,0,0,0,0,10.899999999999977
1019,L,24.150000000000034,35.150000000000034,1398,52.7,31,0,0,0,0,0,0,11.0
1020,L,24.150000000000034,35.150000000000034,1372,57.7,33,0,0,0,0,0,0,11.0
1021,M,24.150000000000034,35.05000000000001,1454,42.5,35,0,0,0,0,0,0,10.899999999999977
1022,L,24.05000000000001,35.05000000000001,1515,36.5,38,0,0,0,0,0,0,11.0
1023,L,24.05000000000001,35.150000000000034,1881,24.3,40,0,0,0,0,0,0,11.100000000000023
1024,L,24.05000000000001,35.150000000000034,1711,29.9,42,0,0,0,0,0,0,11.100000000000023
1025,L,24.05000000000001,35.150000000000034,1475,37.0,44,0,0,0,0,0,0,11.100000000000023
1026,L,24.25,35.25,1512,36.8,46,0,0,0,0,0,0,11.0
1027,M,24.150000000000034,35.25,1335,50.5,48,0,0,0,0,0,0,11.099999999999966
1028,L,24.150000000000034,35.25,1472,39.9,51,0,0,0,0,0,0,11.099999999999966
1029,M,24.05000000000001,35.150000000000034,1477,35.2,53,0,0,0,0,0,0,11.100000000000023
1030,L,24.150000000000034,35.25,1760,28.4,56,0,0,0,0,0,0,11.099999999999966
1031,L,24.25,35.35000000000002,1549,36.1,58,0,0,0,0,0,0,11.100000000000023
1032,L,24.150000000000034,35.25,1648,34.0,60,0,0,0,0,0,0,11.099999999999966
1033,H,24.25,35.35000000000002,1556,38.0,62,0,0,0,0,0,0,11.100000000000023
1034,M,24.150000000000034,35.25,1958,19.1,67,0,0,0,0,0,0,11.099999999999966
1035,L,24.25,35.25,1403,48.4,70,0,0,0,0,0,0,11.0
1036,M,24.25,35.35000000000002,1684,31.4,72,0,0,0,0,0,0,11.100000000000023
1037,H,24.25,35.35000000000002,1596,35.1,75,0,0,0,0,0,0,11.100000000000023
1038,L,24.450000000000045,35.450000000000045,1498,41.1,80,0,0,0,0,0,0,11.0
1039,L,24.55000000000001,35.55000000000001,1524,36.8,82,0,0,0,0,0,0,11.0
1040,L,24.55000000000001,35.55000000000001,1502,43.9,84,0,0,0,0,0,0,11.0
1041,L,24.450000000000045,35.450000000000045,1809,25.1,86,0,0,0,0,0,0,11.0
1042,L,24.450000000000045,35.450000000000045,1542,37.4,88,0,0,0,0,0,0,11.0
1043,L,24.350000000000023,35.450000000000045,1431,45.2,90,0,0,0,0,0,0,11.100000000000023
1044,L,24.350000000000023,35.450000000000045,1512,43.6,92,0,0,0,0,0,0,11.100000000000023
1045,H,24.25,35.35000000000002,1403,52.8,94,0,0,0,0,0,0,11.100000000000023
1046,L,24.25,35.35000000000002,1331,47.8,99,0,0,0,0,0,0,11.100000000000023
1047,M,24.450000000000045,35.55000000000001,1474,52.6,101,0,0,0,0,0,0,11.099999999999966
1048,L,24.350000000000023,35.450000000000045,1607,33.5,104,0,0,0,0,0,0,11.100000000000023
1049,L,24.350000000000023,35.450000000000045,1415,44.2,106,0,0,0,0,0,0,11.100000000000023
1050,L,24.450000000000045,35.450000000000045,1671,28.8,108,0,0,0,0,0,0,11.0
1051,L,24.450000000000045,35.55000000000001,1556,37.7,110,0,0,0,0,0,0,11.099999999999966
1052,L,24.55000000000001,35.55000000000001,1927,23.9,112,0,0,0,0,0,0,11.0
1053,M,24.55000000000001,35.55000000000001,1597,32.1,114,0,0,0,0,0,0,11.0
1054,H,24.650000000000034,35.650000000000034,1627,30.5,117,0,0,0,0,0,0,11.0
1055,L,24.650000000000034,35.650000000000034,1480,39.4,122,0,0,0,0,0,0,11.0
1056,L,24.650000000000034,35.650000000000034,1565,39.5,124,0,0,0,0,0,0,11.0
1057,L,24.650000000000034,35.650000000000034,1573,36.4,126,0,0,0,0,0,0,11.0
1058,L,24.55000000000001,35.650000000000034,1605,31.3,128,0,0,0,0,0,0,11.100000000000023
1059,M,24.55000000000001,35.75,1874,21.3,130,0,0,0,0,0,0,11.199999999999989
1060,H,24.55000000000001,35.75,1424,53.8,133,0,0,0,0,0,0,11.199999999999989
1061,L,24.55000000000001,35.75,1420,50.1,138,0,0,0,0,0,0,11.199999999999989
1062,L,24.650000000000034,35.75,1372,49.0,140,0,0,0,0,0,0,11.099999999999966
1063,M,24.650000000000034,35.650000000000034,1664,32.8,142,0,0,0,0,0,0,11.0
1064,M,24.650000000000034,35.75,1409,44.3,145,0,0,0,0,0,0,11.099999999999966
1065,L,24.650000000000034,35.75,1718,25.2,148,0,0,0,0,0,0,11.099999999999966
1066,M,24.75,35.650000000000034,1544,40.3,150,0,0,0,0,0,0,10.900000000000034
1067,L,24.75,35.650000000000034,1466,45.7,153,0,0,0,0,0,0,10.900000000000034
1068,L,24.650000000000034,35.650000000000034,1394,47.7,155,0,0,0,0,0,0,11.0
1069,M,24.75,35.650000000000034,1840,24.6,157,0,0,0,0,0,0,10.900000000000034
1070,M,24.75,35.650000000000034,1477,37.2,160,0,0,0,0,0,0,10.900000000000034
1071,L,24.75,35.650000000000034,1425,49.1,163,0,0,0,0,0,0,10.900000000000034
1072,M,24.850000000000023,35.75,1414,46.2,165,0,0,0,0,0,0,10.899999999999977
1073,L,24.850000000000023,35.650000000000034,1414,47.5,168,0,0,0,0,0,0,10.800000000000011
1074,L,24.850000000000023,35.75,1595,31.7,170,0,0,0,0,0,0,10.899999999999977
1075,H,24.75,35.650000000000034,1345,54.5,172,0,0,0,0,0,0,10.900000000000034
1076,L,24.75,35.55000000000001,1653,35.9,177,0,0,0,0,0,0,10.800000000000011
1077,L,24.650000000000034,35.450000000000045,1547,36.5,179,0,0,0,0,0,0,10.800000000000011
1078,H,24.75,35.55000000000001,1656,30.8,181,0,0,0,0,0,0,10.800000000000011
1079,L,24.850000000000023,35.55000000000001,1731,28.5,186,0,0,0,0,0,0,10.699999999999989
1080,L,24.850000000000023,35.650000000000034,1774,28.0,188,0,0,0,0,0,0,10.800000000000011
1081,L,24.850000000000023,35.650000000000034,1521,40.2,190,0,0,0,0,0,0,10.800000000000011
1082,H,24.950000000000045,35.75,1420,39.8,192,0,0,0,0,0,0,10.799999999999955
1083,L,24.850000000000023,35.650000000000034,1683,32.3,197,0,0,0,0,0,0,10.800000000000011
1084,M,24.850000000000023,35.55000000000001,1498,47.1,199,0,0,0,0,0,0,10.699999999999989
1085,L,24.850000000000023,35.650000000000034,1385,56.4,202,1,0,0,0,1,0,10.800000000000011
1086,L,24.850000000000023,35.75,1455,49.0,204,0,0,0,0,0,0,10.899999999999977
1087,H,24.75,35.650000000000034,1549,35.8,206,1,1,0,0,0,0,10.900000000000034
1088,M,24.75,35.650000000000034,1392,43.9,0,0,0,0,0,0,0,10.900000000000034
1089,M,24.75,35.55000000000001,2008,17.5,3,0,0,0,0,0,0,10.800000000000011
1090,L,24.75,35.55000000000001,1464,41.4,6,0,0,0,0,0,0,10.800000000000011
1091,L,24.850000000000023,35.55000000000001,1447,46.4,8,0,0,0,0,0,0,10.699999999999989
1092,M,24.75,35.450000000000045,1685,32.0,10,0,0,0,0,0,0,10.700000000000045
1093,M,24.650000000000034,35.35000000000002,1443,39.2,13,0,0,0,0,0,0,10.699999999999989
1094,L,24.75,35.35000000000002,1354,44.4,16,0,0,0,0,0,0,10.600000000000023
1095,L,24.75,35.35000000000002,2721,9.3,18,1,0,0,1,0,0,10.600000000000023
1096,L,24.850000000000023,35.450000000000045,1680,35.8,20,0,0,0,0,0,0,10.600000000000023
1097,H,24.75,35.35000000000002,1397,48.3,22,0,0,0,0,0,0,10.600000000000023
1098,M,24.75,35.25,1521,37.9,27,0,0,0,0,0,0,10.5
1099,M,24.650000000000034,35.25,1472,43.9,30,0,0,0,0,0,0,10.599999999999966
1100,H,24.650000000000034,35.35000000000002,1695,30.0,33,0,0,0,0,0,0,10.699999999999989
1101,H,24.55000000000001,35.35000000000002,1607,33.6,38,0,0,0,0,0,0,10.800000000000011
1102,L,24.650000000000034,35.35000000000002,1347,54.8,43,0,0,0,0,0,0,10.699999999999989
1103,M,24.55000000000001,35.25,1540,38.7,45,0,0,0,0,0,0,10.699999999999989
1104,L,24.450000000000045,35.25,1389,42.7,48,0,0,0,0,0,0,10.799999999999955
1105,M,24.450000000000045,35.35000000000002,1734,27.0,50,0,0,0,0,0,0,10.899999999999977
1106,L,24.55000000000001,35.450000000000045,1540,38.6,53,0,0,0,0,0,0,10.900000000000034
1107,M,24.55000000000001,35.35000000000002,1515,42.1,55,0,0,0,0,0,0,10.800000000000011
1108,L,24.450000000000045,35.25,1504,45.8,58,0,0,0,0,0,0,10.799999999999955
1109,L,24.450000000000045,35.35000000000002,1557,35.1,60,0,0,0,0,0,0,10.899999999999977
1110,L,24.350000000000023,35.25,1292,52.5,62,0,0,0,0,0,0,10.899999999999977
1111,H,24.350000000000023,35.25,1432,49.2,64,0,0,0,0,0,0,10.899999999999977
1112,M,24.350000000000023,35.25,1350,55.6,69,0,0,0,0,0,0,10.899999999999977
1113,M,24.450000000000045,35.25,1790,25.8,72,0,0,0,0,0,0,10.799999999999955
1114,H,24.25,35.150000000000034,1540,37.4,75,0,0,0,0,0,0,10.900000000000034
1115,M,24.25,35.150000000000034,2077,19.1,80,0,0,0,0,0,0,10.900000000000034
1116,L,24.25,35.150000000000034,1487,37.5,83,0,0,0,0,0,0,10.900000000000034
1117,L,24.350000000000023,35.25,1523,40.7,85,0,0,0,0,0,0,10.899999999999977
1118,L,24.350000000000023,35.35000000000002,1443,41.8,87,0,0,0,0,0,0,11.0
1119,L,24.350000000000023,35.35000000000002,1340,59.1,89,0,0,0,0,0,0,11.0
1120,H,24.450000000000045,35.55000000000001,1654,31.0,91,0,0,0,0,0,0,11.099999999999966
1121,L,24.450000000000045,35.450000000000045,1459,40.2,96,0,0,0,0,0,0,11.0
1122,L,24.350000000000023,35.450000000000045,1541,38.5,98,0,0,0,0,0,0,11.100000000000023
1123,H,24.450000000000045,35.55000000000001,1386,62.3,100,1,0,0,1,0,0,11.099999999999966
1124,M,24.55000000000001,35.650000000000034,1258,69.0,105,1,0,0,1,0,0,11.100000000000023
1125,M,24.55000000000001,35.650000000000034,1375,51.4,108,0,0,0,0,0,0,11.100000000000023
1126,L,24.650000000000034,35.75,1706,30.8,111,0,0,0,0,0,0,11.099999999999966
1127,M,24.55000000000001,35.650000000000034,1672,32.4,113,0,0,0,0,0,0,11.100000000000023
1128,M,24.650000000000034,35.75,1843,25.2,116,0,0,0,0,0,0,11.099999999999966
1129,L,24.55000000000001,35.75,1690,29.6,119,0,0,0,0,0,0,11.199999999999989
1130,L,24.650000000000034,35.75,1413,46.5,121,0,0,0,0,0,0,11.099999999999966
1131,L,24.650000000000034,35.75,1489,33.4,123,0,0,0,0,0,0,11.099999999999966
1132,L,24.650000000000034,35.75,1271,61.4,125,0,0,0,0,0,0,11.099999999999966
1133,M,24.650000000000034,35.75,1418,47.9,127,0,0,0,0,0,0,11.099999999999966
1134,M,24.75,35.650000000000034,1426,50.7,130,0,0,0,0,0,0,10.900000000000034
1135,L,24.75,35.75,1535,39.2,133,0,0,0,0,0,0,11.0
1136,L,24.75,35.650000000000034,1557,38.1,135,0,0,0,0,0,0,10.900000000000034
1137,L,24.75,35.650000000000034,1653,29.7,137,0,0,0,0,0,0,10.900000000000034
1138,L,24.75,35.75,1435,41.6,139,0,0,0,0,0,0,11.0
1139,M,24.850000000000023,35.75,1569,33.3,141,0,0,0,0,0,0,10.899999999999977
1140,M,24.75,35.75,1385,44.8,144,0,0,0,0,0,0,11.0
1141,L,24.850000000000023,35.75,1635,31.6,147,0,0,0,0,0,0,10.899999999999977
1142,L,24.75,35.75,1423,43.9,149,0,0,0,0,0,0,11.0
1143,L,24.850000000000023,35.75,1479,39.2,151,0,0,0,0,0,0,10.899999999999977
1144,L,24.850000000000023,35.75,1296,69.1,153,1,0,0,1,0,0,10.899999999999977
1145,L,24.850000000000023,35.650000000000034,1553,33.3,155,0,0,0,0,0,0,10.800000000000011
1146,L,24.850000000000023,35.75,1529,42.2,157,0,0,0,0,0,0,10.899999999999977
1147,M,24.950000000000045,35.85000000000002,1690,25.6,159,0,0,0,0,0,0,10.899999999999977
1148,L,24.950000000000045,35.85000000000002,1348,58.0,162,0,0,0,0,0,0,10.899999999999977
1149,L,25.05000000000001,35.950000000000045,1446,38.5,164,0,0,0,0,0,0,10.900000000000034
1150,L,24.950000000000045,35.75,1456,50.0,166,0,0,0,0,0,0,10.799999999999955
1151,L,24.850000000000023,35.75,1350,47.7,168,0,0,0,0,0,0,10.899999999999977
1152,L,24.950000000000045,35.75,1507,38.3,170,0,0,0,0,0,0,10.799999999999955
1153,H,24.850000000000023,35.75,1448,45.6,172,0,0,0,0,0,0,10.899999999999977
1154,L,24.75,35.75,1626,29.9,177,0,0,0,0,0,0,11.0
1155,H,24.850000000000023,35.75,1846,27.3,179,0,0,0,0,0,0,10.899999999999977
1156,H,24.850000000000023,35.650000000000034,1404,40.7,184,0,0,0,0,0,0,10.800000000000011
1157,L,24.850000000000023,35.650000000000034,1583,37.2,189,0,0,0,0,0,0,10.800000000000011
1158,L,24.850000000000023,35.75,1436,47.7,191,0,0,0,0,0,0,10.899999999999977
1159,L,24.850000000000023,35.650000000000034,1609,35.6,193,0,0,0,0,0,0,10.800000000000011
1160,H,24.850000000000023,35.55000000000001,1834,23.8,195,0,0,0,0,0,0,10.699999999999989
1161,L,24.850000000000023,35.650000000000034,1316,61.2,200,1,0,0,0,1,0,10.800000000000011
1162,L,24.75,35.650000000000034,1400,57.1,202,1,0,0,0,1,0,10.900000000000034
1163,L,24.75,35.75,1367,47.1,204,0,0,0,0,0,0,11.0
1164,L,24.950000000000045,35.950000000000045,1754,30.3,206,0,0,0,0,0,0,11.0
1165,L,24.950000000000045,35.950000000000045,1487,34.6,208,0,0,0,0,0,0,11.0
1166,M,24.950000000000045,35.950000000000045,1506,37.7,210,0,0,0,0,0,0,11.0
1167,L,24.850000000000023,35.950000000000045,1362,52.5,213,1,0,0,0,1,0,11.100000000000023
1168,L,24.950000000000045,35.950000000000045,1584,36.8,215,0,0,0,0,0,0,11.0
1169,L,24.850000000000023,35.950000000000045,1355,43.7,217,0,0,0,0,0,0,11.100000000000023
1170,M,24.950000000000045,35.950000000000045,1823,24.3,219,0,0,0,0,0,0,11.0
1171,H,24.850000000000023,35.950000000000045,1517,41.4,222,0,0,0,0,0,0,11.100000000000023
1172,L,24.950000000000045,35.950000000000045,1446,36.6,227,0,0,0,0,0,0,11.0
1173,H,24.950000000000045,35.85000000000002,1559,38.8,229,0,0,0,0,0,0,10.899999999999977
1174,M,24.950000000000045,35.950000000000045,1352,44.4,0,0,0,0,0,0,0,11.0
1175,M,25.05000000000001,36.150000000000034,1578,37.8,3,0,0,0,0,0,0,11.100000000000023
1176,M,25.05000000000001,36.150000000000034,1429,42.0,6,0,0,0,0,0,0,11.100000000000023
1177,M,25.05000000000001,36.150000000000034,1604,39.4,9,0,0,0,0,0,0,11.100000000000023
1178,L,25.150000000000034,36.35000000000002,1398,60.4,12,0,0,0,0,0,0,11.199999999999989
1179,L,25.150000000000034,36.25,1441,43.4,14,0,0,0,0,0,0,11.099999999999966
1180,H,25.150000000000034,36.25,1531,35.6,16,0,0,0,0,0,0,11.099999999999966
1181,L,25.05000000000001,36.150000000000034,1379,52.1,21,0,0,0,0,0,0,11.100000000000023
1182,L,25.150000000000034,36.150000000000034,1410,48.1,23,0,0,0,0,0,0,11.0
1183,L,25.150000000000034,36.25,1513,40.5,25,0,0,0,0,0,0,11.099999999999966
1184,L,25.150000000000034,36.35000000000002,1497,47.5,27,0,0,0,0,0,0,11.199999999999989
1185,L,25.150000000000034,36.25,1491,46.5,29,0,0,0,0,0,0,11.099999999999966
1186,L,25.150000000000034,36.25,1417,47.8,31,0,0,0,0,0,0,11.099999999999966
1187,M,25.25,36.450000000000045,1522,38.0,33,0,0,0,0,0,0,11.200000000000045
1188,L,25.150000000000034,36.25,1339,52.1,36,0,0,0,0,0,0,11.099999999999966
1189,M,25.05000000000001,36.150000000000034,1794,27.5,38,0,0,0,0,0,0,11.100000000000023
1190,L,25.05000000000001,36.25,1460,42.1,41,0,0,0,0,0,0,11.199999999999989
1191,M,25.05000000000001,36.150000000000034,1776,28.0,43,0,0,0,0,0,0,11.100000000000023
1192,M,25.05000000000001,36.150000000000034,1431,43.7,46,0,0,0,0,0,0,11.100000000000023
1193,L,24.950000000000045,36.05000000000001,1347,50.8,49,0,0,0,0,0,0,11.099999999999966
1194,M,24.850000000000023,35.950000000000045,1507,43.1,51,0,0,0,0,0,0,11.100000000000023
1195,M,24.850000000000023,35.85000000000002,1408,47.9,54,0,0,0,0,0,0,11.0
1196,M,24.850000000000023,35.75,1493,34.7,57,0,0,0,0,0,0,10.899999999999977
1197,M,24.75,35.75,1441,47.6,60,0,0,0,0,0,0,11.0
1198,H,24.75,35.75,1557,36.5,63,0,0,0,0,0,0,11.0
1199,M,24.75,35.75,1979,20.4,68,0,0,0,0,0,0,11.0
1200,M,24.75,35.85000000000002,1430,55.9,71,0,0,0,0,0,0,11.100000000000023
1201,L,24.75,35.85000000000002,1658,41.0,74,0,0,0,0,0,0,11.100000000000023
1202,M,24.850000000000023,35.950000000000045,1355,51.4,76,0,0,0,0,0,0,11.100000000000023
1203,H,24.850000000000023,35.950000000000045,1410,47.6,79,0,0,0,0,0,0,11.100000000000023
1204,L,24.75,35.85000000000002,1521,34.5,84,0,0,0,0,0,0,11.100000000000023
1205,L,24.650000000000034,35.85000000000002,1371,54.5,86,0,0,0,0,0,0,11.199999999999989
1206,H,24.75,35.85000000000002,1318,53.5,88,0,0,0,0,0,0,11.100000000000023
1207,M,24.850000000000023,35.950000000000045,1573,34.9,93,0,0,0,0,0,0,11.100000000000023
1208,L,24.850000000000023,35.950000000000045,1489,44.1,96,0,0,0,0,0,0,11.100000000000023
1209,H,24.850000000000023,35.950000000000045,2540,13.3,98,0,0,0,0,0,0,11.100000000000023
1210,L,24.850000000000023,35.950000000000045,1537,39.0,103,0,0,0,0,0,0,11.100000000000023
1211,H,24.75,35.85000000000002,1416,46.9,105,0,0,0,0,0,0,11.100000000000023
1212,L,24.75,35.75,1359,56.5,110,0,0,0,0,0,0,11.0
1213,M,24.650000000000034,35.650000000000034,1551,38.9,112,0,0,0,0,0,0,11.0
1214,M,24.650000000000034,35.650000000000034,1694,33.0,115,0,0,0,0,0,0,11.0
1215,L,24.650000000000034,35.75,1709,28.4,118,0,0,0,0,0,0,11.099999999999966
1216,L,24.75,35.85000000000002,1514,41.0,120,0,0,0,0,0,0,11.100000000000023
1217,L,24.850000000000023,35.950000000000045,1455,43.5,122,0,0,0,0,0,0,11.100000000000023
1218,M,24.850000000000023,36.05000000000001,1702,30.7,124,0,0,0,0,0,0,11.199999999999989
1219,M,24.75,35.950000000000045,1357,41.8,127,0,0,0,0,0,0,11.200000000000045
1220,L,24.850000000000023,36.05000000000001,1577,29.4,130,0,0,0,0,0,0,11.199999999999989
1221,M,24.850000000000023,36.150000000000034,1399,46.4,132,0,0,0,0,0,1,11.300000000000011
1222,L,24.850000000000023,36.150000000000034,1399,59.0,135,0,0,0,0,0,0,11.300000000000011
1223,L,24.850000000000023,36.150000000000034,1492,48.1,137,0,0,0,0,0,0,11.300000000000011
1224,L,24.950000000000045,36.150000000000034,1763,25.7,139,0,0,0,0,0,0,11.199999999999989
1225,H,24.950000000000045,36.150000000000034,1492,41.5,141,0,0,0,0,0,0,11.199999999999989
1226,L,24.950000000000045,36.25,1488,42.5,146,0,0,0,0,0,0,11.299999999999955
